iter	Logloss
484	0.2162402249
485	0.2157879391
486	0.2154796053
487	0.2151795701
488	0.2149388482
489	0.2146062074
490	0.2141620562
491	0.2138204246
492	0.2135285677
493	0.2132287651
494	0.2128587684
495	0.2125043619
496	0.2123415378
497	0.2121269584
498	0.2118509966
499	0.2112765875
500	0.2109856416
501	0.2105693531
502	0.2101964768
503	0.2099266355
504	0.209580834
505	0.2092499643
506	0.2090661828
507	0.2086968874
508	0.2083986466
509	0.207869908
510	0.2076982998
511	0.2075125299
512	0.2071993414
513	0.2069616091
514	0.2066035696
515	0.2063678237
516	0.2060237499
517	0.2058518416
518	0.2056439223
519	0.2052287884
520	0.2048042122
521	0.2045556298
522	0.204244907
523	0.2038084338
524	0.2036097445
525	0.2033485618
526	0.2029199901
527	0.2026829622
528	0.2022546421
529	0.2019160759
530	0.2015692758
531	0.2012973342
532	0.201059632
533	0.2007635602
534	0.2003812519
535	0.200060467
536	0.1998308399
537	0.1994656248
538	0.1991105153
539	0.1987724061
540	0.1984897542
541	0.1982379533
542	0.1979329885
543	0.1977042409
544	0.1974744733
545	0.1972173636
546	0.1970175948
547	0.1965985772
548	0.1961092564
549	0.1957880831
550	0.1954422428
551	0.1950136505
552	0.1947183887
553	0.1943951005
554	0.1943128296
555	0.1940385991
556	0.1937461903
557	0.1934371073
558	0.1929926704
559	0.1926776358
560	0.1925153182
561	0.1922503474
562	0.1918521169
563	0.1916117199
564	0.1912815007
565	0.1910646093
566	0.1906176791
567	0.1901675491
568	0.1899716538
569	0.189786137
570	0.1895336047
571	0.1891781318
572	0.1887058332
573	0.1885242014
574	0.1882264581
575	0.188027989
576	0.1878180225
577	0.1876704878
578	0.1873329112
579	0.1869292384
580	0.1866105357
581	0.186596516
582	0.1861948983
583	0.1857679641
584	0.1855642559
585	0.1853107937
586	0.1849798924
587	0.184565955
588	0.1843877096
589	0.184281275
590	0.184112043
591	0.1839872149
592	0.1838448888
593	0.1835006178
594	0.1832031819
595	0.1827658715
596	0.1826034133
597	0.1823411487
598	0.1820571131
599	0.1818183452
600	0.1814669065
601	0.1813155915
602	0.1811390674
603	0.1809421109
604	0.1807810576
605	0.1804507299
606	0.1803441477
607	0.1799495242
608	0.1796353579
609	0.1793365766
610	0.1789430062
611	0.1786751855
612	0.1784414693
613	0.1782623086
614	0.1781206782
615	0.1778973946
616	0.1775636174
617	0.1772377205
618	0.1770285854
619	0.1767402157
620	0.1765184148
621	0.1761871206
622	0.1759666246
623	0.1756265733
624	0.1752836495
625	0.1750042311
626	0.1747609171
627	0.1745325805
628	0.1745020656
629	0.1741002141
630	0.1739617209
631	0.1736800342
632	0.1734846907
633	0.173375999
634	0.1730514903
635	0.172814191
636	0.1726926032
637	0.1724821253
638	0.1722641889
639	0.172019158
640	0.1719013097
641	0.17171307
642	0.1713280379
643	0.1709881466
644	0.1707960809
645	0.1705194176
646	0.1701300946
647	0.1699571107
648	0.1697692669
649	0.1694647791
650	0.1693145166
651	0.1691218152
652	0.1688962428
653	0.1686708629
654	0.1682622536
655	0.1678913546
656	0.1675753037
657	0.1673839806
658	0.1670861081
659	0.1668991826
660	0.1666784709
661	0.1663794148
662	0.1661961764
663	0.1661799865
664	0.1658362069
665	0.1658173196
666	0.1656664454
667	0.1654907172
668	0.165229434
669	0.1650294017
670	0.1646033831
671	0.164453305
672	0.1643511317
673	0.1641393712
674	0.163956029
675	0.1637542397
676	0.1633659897
677	0.1631201422
678	0.1629111355
679	0.1626714513
680	0.1624537298
681	0.1622909306
682	0.1622312397
683	0.1620578824
684	0.1618568257
685	0.1614605689
686	0.1610985477
687	0.1607909676
688	0.1606019335
689	0.1601902566
690	0.1598793444
691	0.159595471
692	0.1591886996
693	0.1587602023
694	0.1585767175
695	0.1583448333
696	0.1581451076
697	0.1579877343
698	0.1577052941
699	0.1574180784
700	0.1571457999
701	0.1567383288
702	0.1563515265
703	0.1561905372
704	0.1559257863
705	0.1557994886
706	0.1556043148
707	0.1552932674
708	0.1550230784
709	0.1547227013
710	0.1545313645
711	0.1542976166
712	0.1540681661
713	0.1537080124
714	0.1534411645
715	0.1531784426
716	0.1528953109
717	0.1526195285
718	0.1523462412
719	0.1521806555
720	0.15181683
721	0.1517162664
722	0.1513806773
723	0.151001757
724	0.1507291205
725	0.1505405073
726	0.1500991317
727	0.149811777
728	0.1495935984
729	0.1493881128
730	0.1491220358
731	0.1489264408
732	0.1487875134
733	0.1485731952
734	0.1484506636
735	0.1484356389
736	0.148078209
737	0.1478705325
738	0.1477111232
739	0.1475231509
740	0.1472845167
741	0.1471266848
742	0.1469051464
743	0.1466736992
744	0.1464521007
745	0.1462298875
746	0.1458963612
747	0.1455839208
748	0.1452965069
749	0.1450647432
750	0.144821974
751	0.1446498808
752	0.1444660601
753	0.1441437027
754	0.1438602454
755	0.1436853544
756	0.1435431612
757	0.1432622263
758	0.1431074388
759	0.1428711834
760	0.1426434844
761	0.1424087723
762	0.1422035483
763	0.141971255
764	0.1417392552
765	0.1414567598
766	0.1412851269
767	0.1411051378
768	0.1409488955
769	0.1406544801
770	0.140464645
771	0.1402481628
772	0.1400957189
773	0.1399331278
774	0.1397358273
775	0.1397218301
776	0.1395661195
777	0.1393394665
778	0.1391277998
779	0.1389475598
780	0.1387259413
781	0.1384077462
782	0.1382525361
783	0.1381552309
784	0.1378847479
785	0.1377102211
786	0.1375776451
787	0.1372264285
788	0.1368787109
789	0.1366591949
790	0.1363762078
791	0.1361364557
792	0.136050402
793	0.1360016827
794	0.1357501425
795	0.1354789077
796	0.1353744996
797	0.1352666698
798	0.1350240508
799	0.1347746569
800	0.1345148526
801	0.1343602255
802	0.1341321733
803	0.1339754239
804	0.1337900159
805	0.1336512454
806	0.133400731
807	0.1331577674
808	0.132928085
809	0.1326157291
810	0.1325320052
811	0.1323115617
812	0.1320519006
813	0.1319544852
814	0.1316629096
815	0.1315565064
816	0.1313497957
817	0.1311642034
818	0.1311335665
819	0.1308870273
820	0.1307356603
821	0.1305354584
822	0.1305157619
823	0.1303741856
824	0.1302478104
825	0.1301312188
826	0.1300064138
827	0.1297146698
828	0.1296113705
829	0.1293656923
830	0.1290604692
831	0.1289354351
832	0.128785951
833	0.128639242
834	0.1284391535
835	0.1282823575
836	0.1281141529
837	0.1277919127
838	0.1275803731
839	0.1274125151
840	0.1272225356
841	0.1271266219
842	0.1270164025
843	0.1268327209
844	0.1266461899
845	0.1265053178
846	0.1262998438
847	0.1260871962
848	0.125969662
849	0.1258074093
850	0.1256652707
851	0.1255081794
852	0.1254261481
853	0.125189311
854	0.1249847179
855	0.1247265841
856	0.124554199
857	0.124304601
858	0.1241354827
859	0.1239016777
860	0.1237262021
861	0.1234714337
862	0.1232851848
863	0.1230978419
864	0.1229457138
865	0.1228646176
866	0.1226653112
867	0.1224764007
868	0.1223558233
869	0.1221713857
870	0.1218709671
871	0.1217166062
872	0.1215267184
873	0.1213151232
874	0.1211989468
875	0.121125769
876	0.1209669266
877	0.1208172187
878	0.1206829585
879	0.1204593559
880	0.1203575796
881	0.1202091908
882	0.1199975328
883	0.1198154682
884	0.1196541982
885	0.1195792404
886	0.1194263437
887	0.1193076835
888	0.1191388667
889	0.1189661301
890	0.1188868802
891	0.1187641659
892	0.1186369727
893	0.1185210288
894	0.1184104341
895	0.1181950993
896	0.1180946913
897	0.1178736871
898	0.117752889
899	0.1175281376
900	0.1173285558
901	0.117200446
902	0.1170588994
903	0.1168518167
904	0.1167399139
905	0.1166140689
906	0.1164096071
907	0.1162619839
908	0.1160100021
909	0.1158331653
910	0.1156716437
911	0.1153783003
912	0.1153090558
913	0.1151580678
914	0.1150408267
915	0.1149230018
916	0.1147797807
917	0.1146405129
918	0.1144605952
919	0.1143841009
920	0.1143076228
921	0.1141791475
922	0.1140365735
923	0.1139422128
924	0.1137566545
925	0.1135991095
926	0.1134376945
927	0.1132410841
928	0.1130864071
929	0.1128433196
930	0.1127848823
931	0.1126286567
932	0.1124635281
933	0.1122679518
934	0.1121705588
935	0.1120594628
936	0.1119846028
937	0.1119120682
938	0.1117538923
939	0.1116748294
940	0.1115130067
941	0.1114169433
942	0.1112138932
943	0.1110804224
944	0.1109261567
945	0.1107775523
946	0.1105302071
947	0.1104124577
948	0.1102749574
949	0.1101737296
950	0.1100115096
951	0.1098791749
952	0.1097758456
953	0.1095399446
954	0.1093953584
955	0.1091980556
956	0.1090052929
957	0.1087162398
958	0.1085875418
959	0.108472005
960	0.1082966983
961	0.1081534978
962	0.1080529766
963	0.1079201465
964	0.1077714496
965	0.1076288121
966	0.1074693238
967	0.1074582049
968	0.107448469
969	0.1072230879
970	0.1071790609
971	0.1070473921
972	0.1069049462
973	0.1067996513
974	0.1066183074
975	0.1064588337
976	0.1062940685
977	0.1061934974
978	0.1061888563
979	0.1060328292
980	0.1058389775
981	0.1057413896
982	0.105650104
983	0.1054743594
984	0.1053679492
985	0.1052550724
986	0.1051429148
987	0.1049315993
988	0.1048728298
989	0.1046998112
990	0.1046204379
991	0.1044439291
992	0.1042680885
993	0.1041381613
994	0.1040259223
995	0.103909266
996	0.1037551476
997	0.1036399005
998	0.1034403424
999	0.1033616443
