,0
2141,0.12
2142,0.1
2143,0.1
2144,0.1
2145,0.1
2146,0.1
2147,0.1
2148,0.12
2149,0.12
2150,0.12
2151,0.12
2152,0.12
2153,0.12
2154,0.12
2155,0.12
2156,0.12
2157,0.07
2158,0.07
2159,0.07
2160,0.02
2161,0.02
2162,0.02
2163,0.08
2164,0.08
2165,0.08
2166,0.08
2167,0.08
2168,0.08
2169,0.08
2170,0.08
2171,0.08
2172,0.08
2173,0.08
2174,0.06
2175,0.06
2176,0.06
2177,0.05
2178,0.05
2179,0.05
2180,0.0
2181,0.0
2182,0.0
2183,0.0
2184,0.01
2185,0.01
2186,0.0
2187,0.0
2188,0.0
2189,0.0
2190,0.02
2191,0.02
2192,0.06
2193,0.06
2194,0.06
2195,0.05
2196,0.05
2197,0.05
2198,0.05
2199,0.05
2200,0.05
2201,0.05
2202,0.05
2203,0.05
2204,0.07
2205,0.07
2206,0.07
2207,0.03
2208,0.03
2209,0.03
2210,0.03
2211,0.08
2212,0.08
2213,0.08
2214,0.07
2215,0.07
2216,0.07
2217,0.18
2218,0.18
2219,0.18
2220,0.18
2221,0.17
2222,0.17
2223,0.17
2224,0.17
2225,0.17
2226,0.17
2227,0.17
2228,0.2
2229,0.2
2230,0.18
2231,0.18
2232,0.18
2233,0.17
2234,0.17
2235,0.17
2236,0.17
2237,0.16
2238,0.16
2239,0.16
2240,0.16
2241,0.12
2242,0.12
2243,0.12
2244,0.09
2245,0.09
2246,0.09
2247,0.09
2248,0.09
2249,0.09
2250,0.09
2251,0.09
2252,0.09
2253,0.09
2254,0.09
2255,0.08
2256,0.07
2257,0.07
2258,0.05
2259,0.0
2260,0.0
2261,0.0
2262,0.0
2263,0.06
2264,0.06
2265,0.06
2266,0.06
2267,0.06
2268,0.06
2269,0.06
2270,0.06
2271,0.06
2272,0.06
2273,0.06
2274,0.05
2275,0.05
2276,0.05
2277,0.05
2278,0.05
2279,0.05
2280,0.05
2281,0.05
2282,0.06
2283,0.06
2284,0.04
2285,0.04
2286,0.04
2287,0.04
2288,0.0
2289,0.0
2290,0.0
2291,0.0
2292,0.0
2293,0.1
2294,0.1
2295,0.14
2296,0.14
2297,0.14
2298,0.14
2299,0.14
2300,0.14
2301,0.13
2302,0.12
2303,0.12
2304,0.12
2305,0.12
2306,0.12
2307,0.11
2308,0.11
2309,0.11
2310,0.11
2311,0.11
2312,0.11
2313,0.11
2314,0.11
2315,0.11
2316,0.11
2317,0.11
2318,0.11
2319,0.15
2320,0.15
2321,0.15
2322,0.15
2323,0.15
2324,0.15
2325,0.15
2326,0.15
2327,0.14
2328,0.14
2329,0.14
2330,0.13
2331,0.15
2332,0.15
2333,0.15
2334,0.15
2335,0.15
2336,0.15
2337,0.15
2338,0.15
2339,0.15
2340,0.15
2341,0.14
2342,0.13
2343,0.13
2344,0.13
2345,0.13
2346,0.13
2347,0.13
2348,0.13
2349,0.13
2350,0.13
2351,0.13
2352,0.15
2353,0.15
2354,0.15
2355,0.15
2356,0.23
2357,0.23
2358,0.1
2359,0.1
2360,0.1
2361,0.1
2362,0.03
2363,0.03
2364,0.03
2365,0.03
2366,0.0
2367,0.0
2368,0.0
2369,0.0
2370,0.0
2371,0.0
2372,0.0
2373,0.0
2374,0.0
2375,0.04
2376,0.04
2377,0.04
2378,0.05
2379,0.05
2380,0.05
2381,0.05
2382,0.05
2383,0.09
2384,0.09
2385,0.08
2386,0.08
2387,0.08
2388,0.18
2389,0.18
2390,0.18
2391,0.18
2392,0.1
2393,0.1
2394,0.1
2395,0.1
2396,0.1
2397,0.1
2398,0.05
2399,0.05
2400,0.05
2401,0.05
2402,0.05
2403,0.05
2404,0.0
2405,0.0
2406,0.0
2407,0.0
2408,0.01
2409,0.01
2410,0.01
2411,0.01
2412,0.01
2413,0.01
2414,0.01
2415,0.03
2416,0.03
2417,0.03
2418,0.03
2419,0.02
2420,0.02
2421,0.01
2422,0.01
2423,0.01
2424,0.01
2425,0.01
2426,0.12
2427,0.12
2428,0.12
2429,0.12
2430,0.11
2431,0.11
2432,0.11
2433,0.11
2434,0.11
2435,0.1
2436,0.13
2437,0.13
2438,0.13
2439,0.13
2440,0.13
2441,0.13
2442,0.13
2443,0.13
2444,0.13
2445,0.13
2446,0.13
2447,0.12
2448,0.12
2449,0.12
2450,0.12
2451,0.12
2452,0.11
2453,0.12
2454,0.12
2455,0.12
2456,0.12
2457,0.12
2458,0.15
2459,0.15
2460,0.15
2461,0.15
2462,0.15
2463,0.15
2464,0.15
2465,0.15
2466,0.15
2467,0.17
2468,0.17
2469,0.21
2470,0.21
2471,0.21
2472,0.21
2473,0.21
2474,0.19
2475,0.19
2476,0.18
2477,0.18
2478,0.18
2479,0.18
2480,0.19
2481,0.18
2482,0.18
2483,0.18
2484,0.19
2485,0.19
2486,0.19
2487,0.19
2488,0.2
2489,0.2
2490,0.22
2491,0.22
2492,0.22
2493,0.25
2494,0.25
2495,0.29
2496,0.31
2497,0.3
2498,0.28
2499,0.28
2500,0.28
2501,0.3
2502,0.3
2503,0.29
2504,0.28
2505,0.28
2506,0.27
2507,0.27
2508,0.27
2509,0.27
2510,0.27
2511,0.27
2512,0.27
2513,0.27
2514,0.27
2515,0.27
2516,0.27
2517,0.27
2518,0.28
2519,0.28
2520,0.28
2521,0.28
2522,0.28
2523,0.28
2524,0.28
2525,0.27
2526,0.33
2527,0.36
2528,0.36
2529,0.36
2530,0.36
2531,0.36
2532,0.35
2533,0.34
2534,0.34
2535,0.34
2536,0.34
2537,0.34
2538,0.32
2539,0.3
2540,0.3
2541,0.3
2542,0.29
2543,0.29
2544,0.24
2545,0.21
2546,0.21
2547,0.21
2548,0.21
2549,0.21
2550,0.2
2551,0.2
2552,0.2
2553,0.2
2554,0.2
2555,0.2
2556,0.2
2557,0.2
2558,0.2
2559,0.2
2560,0.2
2561,0.19
2562,0.19
2563,0.19
2564,0.19
2565,0.19
2566,0.19
2567,0.19
2568,0.15
2569,0.15
2570,0.13
2571,0.13
2572,0.13
2573,0.13
2574,0.09
2575,0.09
2576,0.09
2577,0.08
2578,0.07
2579,0.07
2580,0.03
2581,0.02
2582,0.0
2583,0.0
2584,0.0
2585,0.0
2586,0.01
2587,0.0
2588,0.0
2589,0.0
2590,0.0
2591,0.0
2592,0.0
2593,0.0
2594,0.0
2595,0.0
2596,0.0
2597,0.0
2598,0.03
2599,0.03
2600,0.01
2601,0.01
2602,0.01
2603,0.05
2604,0.05
2605,0.03
2606,0.03
2607,0.03
2608,0.0
2609,0.03
2610,0.0
2611,0.0
2612,0.0
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,0.0
2618,0.0
2619,0.01
2620,0.01
2621,0.01
2622,0.01
2623,0.01
2624,0.01
2625,0.01
2626,0.13
2627,0.08
2628,0.08
2629,0.01
2630,0.02
2631,0.02
2632,0.02
2633,0.02
2634,0.01
2635,0.01
2636,0.01
2637,0.01
2638,0.06
2639,0.03
2640,0.03
2641,0.03
2642,0.0
2643,0.02
2644,0.02
2645,0.07
2646,0.07
2647,0.07
2648,0.07
2649,0.07
2650,0.07
2651,0.07
2652,0.07
2653,0.13
2654,0.17
2655,0.19
2656,0.17
2657,0.17
2658,0.17
2659,0.17
2660,0.17
2661,0.16
2662,0.16
2663,0.16
2664,0.16
2665,0.16
2666,0.16
2667,0.14
2668,0.13
2669,0.13
2670,0.13
2671,0.11
2672,0.1
2673,0.1
2674,0.1
2675,0.1
2676,0.1
2677,0.1
2678,0.1
2679,0.1
2680,0.1
2681,0.1
2682,0.13
2683,0.13
2684,0.13
2685,0.13
2686,0.11
2687,0.09
2688,0.04
2689,0.04
2690,0.02
2691,0.02
2692,0.02
2693,0.01
2694,0.01
2695,0.01
2696,0.01
2697,0.01
2698,0.01
2699,0.0
2700,0.0
2701,0.0
2702,0.0
2703,0.0
2704,0.0
2705,0.01
2706,0.02
2707,0.02
2708,0.0
2709,0.0
2710,0.0
2711,0.03
2712,0.03
2713,0.0
2714,0.0
2715,0.0
2716,0.0
2717,0.0
2718,0.0
2719,0.0
2720,0.0
2721,0.0
2722,0.0
2723,0.0
2724,0.0
2725,0.0
2726,0.0
2727,0.0
2728,0.01
2729,0.01
2730,0.0
2731,0.0
2732,0.01
2733,0.0
2734,0.0
2735,0.0
2736,0.0
2737,0.0
2738,0.0
2739,0.0
2740,0.07
2741,0.05
2742,0.03
2743,0.0
2744,0.0
2745,0.0
2746,0.04
2747,0.04
2748,0.04
2749,0.04
2750,0.05
2751,0.05
2752,0.04
2753,0.04
2754,0.02
2755,0.0
2756,0.03
2757,0.03
2758,0.04
2759,0.04
2760,0.08
2761,0.08
2762,0.08
2763,0.09
2764,0.09
2765,0.09
2766,0.09
2767,0.09
2768,0.09
2769,0.09
2770,0.11
2771,0.11
2772,0.12
2773,0.12
2774,0.08
2775,0.06
2776,0.06
2777,0.06
2778,0.04
2779,0.04
2780,0.0
2781,0.0
2782,0.0
2783,0.0
2784,0.0
2785,0.0
2786,0.0
2787,0.0
2788,0.0
2789,0.0
2790,0.0
2791,0.0
2792,0.0
2793,0.0
2794,0.0
2795,0.0
2796,0.0
2797,0.01
2798,0.01
2799,0.01
2800,0.0
2801,0.0
2802,0.0
2803,0.0
2804,0.0
2805,0.0
2806,0.0
2807,0.03
2808,0.0
2809,0.0
2810,0.0
2811,0.0
2812,0.02
2813,0.02
2814,0.02
2815,0.02
2816,0.12
2817,0.12
2818,0.12
2819,0.11
2820,0.06
2821,0.06
2822,0.06
2823,0.0
2824,0.0
2825,0.09
2826,0.16
2827,0.15
2828,0.19
2829,0.19
2830,0.17
2831,0.17
2832,0.17
2833,0.17
2834,0.18
2835,0.18
2836,0.17
2837,0.17
2838,0.17
2839,0.17
2840,0.17
2841,0.19
2842,0.19
2843,0.19
2844,0.19
2845,0.19
2846,0.19
2847,0.19
2848,0.19
2849,0.18
2850,0.18
2851,0.21
2852,0.21
2853,0.21
2854,0.25
2855,0.25
2856,0.25
2857,0.23
2858,0.23
2859,0.23
2860,0.23
2861,0.21
2862,0.21
2863,0.18
2864,0.18
2865,0.17
2866,0.17
2867,0.18
2868,0.18
2869,0.24
2870,0.24
2871,0.24
2872,0.26
2873,0.26
2874,0.22
2875,0.22
2876,0.24
2877,0.23
2878,0.23
2879,0.17
2880,0.23
2881,0.22
2882,0.22
2883,0.22
2884,0.22
2885,0.22
2886,0.22
2887,0.22
2888,0.22
2889,0.22
2890,0.22
2891,0.22
2892,0.23
2893,0.23
2894,0.22
2895,0.22
2896,0.22
2897,0.22
2898,0.21
2899,0.21
2900,0.19
2901,0.2
2902,0.2
2903,0.2
2904,0.19
2905,0.18
2906,0.15
2907,0.14
2908,0.14
2909,0.14
2910,0.14
2911,0.14
2912,0.14
2913,0.12
2914,0.11
2915,0.09
2916,0.09
2917,0.08
2918,0.07
2919,0.07
2920,0.06
2921,0.05
2922,0.04
2923,0.04
2924,0.04
2925,0.04
2926,0.03
2927,0.0
2928,0.01
2929,0.0
2930,0.0
2931,0.0
2932,0.0
2933,0.0
2934,0.01
2935,0.01
2936,0.01
2937,0.01
2938,0.01
2939,0.0
2940,0.0
2941,0.0
2942,0.0
2943,0.0
2944,0.0
2945,0.0
2946,0.0
2947,0.0
2948,0.0
2949,0.0
2950,0.0
2951,0.0
2952,0.0
2953,0.0
2954,0.0
2955,0.0
2956,0.0
2957,0.0
2958,0.0
2959,0.0
2960,0.0
2961,0.0
2962,0.0
2963,0.0
2964,0.0
2965,0.0
2966,0.0
2967,0.0
2968,0.0
2969,0.0
2970,0.0
2971,0.0
2972,0.0
2973,0.0
2974,0.0
2975,0.0
2976,0.0
2977,0.0
2978,0.0
2979,0.0
2980,0.0
2981,0.0
2982,0.0
2983,0.0
2984,0.0
2985,0.0
2986,0.0
2987,0.0
2988,0.0
2989,0.0
2990,0.0
2991,0.0
2992,0.0
2993,0.0
2994,0.0
2995,0.0
2996,0.0
2997,0.0
2998,0.0
2999,0.0
3000,0.0
3001,0.0
3002,0.0
3003,0.0
3004,0.0
3005,0.0
3006,0.0
3007,0.0
3008,0.0
3009,0.0
3010,0.0
3011,0.0
3012,0.0
3013,0.0
3014,0.0
3015,0.0
3016,0.0
3017,0.0
3018,0.0
3019,0.0
3020,0.0
3021,0.0
3022,0.0
3023,0.0
3024,0.0
3025,0.0
3026,0.0
3027,0.0
3028,0.0
3029,0.0
3030,0.0
3031,0.0
3032,0.0
3033,0.0
3034,0.0
3035,0.0
3036,0.0
3037,0.0
3038,0.0
3039,0.0
3040,0.0
3041,0.0
3042,0.0
3043,0.0
3044,0.0
3045,0.0
3046,0.0
3047,0.0
3048,0.0
3049,0.0
3050,0.0
3051,0.0
3052,0.0
3053,0.0
3054,0.0
3055,0.0
3056,0.0
3057,0.0
3058,0.0
3059,0.0
3060,0.0
3061,0.0
3062,0.0
3063,0.0
3064,0.0
3065,0.0
3066,0.0
3067,0.0
3068,0.0
3069,0.0
3070,0.0
3071,0.0
3072,0.0
3073,0.0
3074,0.0
3075,0.0
3076,0.0
3077,0.0
3078,0.0
3079,0.0
3080,0.0
3081,0.0
3082,0.0
3083,0.0
3084,0.0
3085,0.0
3086,0.0
3087,0.0
3088,0.0
3089,0.0
3090,0.0
3091,0.0
3092,0.0
3093,0.0
3094,0.0
3095,0.0
3096,0.0
3097,0.0
3098,0.0
3099,0.0
3100,0.0
3101,0.0
3102,0.0
3103,0.0
3104,0.0
3105,0.0
3106,0.0
3107,0.0
3108,0.0
3109,0.0
3110,0.0
3111,0.0
3112,0.01
3113,0.01
3114,0.01
3115,0.01
3116,0.03
3117,0.03
3118,0.05
3119,0.05
3120,0.02
3121,0.02
3122,0.0
3123,0.0
3124,0.0
3125,0.0
3126,0.0
3127,0.0
3128,0.0
3129,0.01
3130,0.01
3131,0.06
3132,0.06
3133,0.07
3134,0.07
3135,0.13
3136,0.12
3137,0.12
3138,0.12
3139,0.12
3140,0.1
3141,0.1
3142,0.1
3143,0.1
3144,0.1
3145,0.1
3146,0.1
3147,0.1
3148,0.1
3149,0.07
3150,0.08
3151,0.08
3152,0.08
3153,0.08
3154,0.08
3155,0.08
3156,0.08
3157,0.09
3158,0.1
3159,0.1
3160,0.1
3161,0.13
3162,0.11
3163,0.11
3164,0.11
3165,0.11
3166,0.0
3167,0.14
3168,0.14
3169,0.15
3170,0.15
3171,0.15
3172,0.15
3173,0.15
3174,0.13
3175,0.13
3176,0.12
3177,0.1
3178,0.1
3179,0.1
3180,0.11
3181,0.11
3182,0.11
3183,0.14
3184,0.14
3185,0.14
3186,0.19
3187,0.19
3188,0.16
3189,0.16
3190,0.16
3191,0.16
3192,0.16
3193,0.16
3194,0.16
3195,0.16
3196,0.16
3197,0.18
3198,0.18
3199,0.18
3200,0.2
3201,0.19
3202,0.19
3203,0.19
3204,0.19
3205,0.17
3206,0.16
3207,0.16
3208,0.16
3209,0.16
3210,0.16
3211,0.2
3212,0.2
3213,0.18
3214,0.17
3215,0.17
3216,0.18
3217,0.18
3218,0.18
3219,0.19
3220,0.19
3221,0.19
3222,0.19
3223,0.21
3224,0.21
3225,0.2
3226,0.27
3227,0.25
3228,0.21
3229,0.21
3230,0.21
3231,0.21
3232,0.21
3233,0.21
3234,0.21
3235,0.22
3236,0.22
3237,0.22
3238,0.21
3239,0.21
3240,0.21
3241,0.21
3242,0.21
3243,0.19
3244,0.19
3245,0.17
3246,0.18
3247,0.18
3248,0.17
3249,0.14
3250,0.14
3251,0.14
3252,0.12
3253,0.12
3254,0.12
3255,0.12
3256,0.1
3257,0.08
3258,0.05
3259,0.05
3260,0.05
3261,0.05
3262,0.04
3263,0.04
3264,0.0
3265,0.0
3266,0.0
3267,0.0
3268,0.0
3269,0.0
3270,0.0
3271,0.0
3272,0.0
3273,0.0
3274,0.0
3275,0.0
3276,0.0
3277,0.03
3278,0.03
3279,0.1
3280,0.04
3281,0.02
3282,0.0
3283,0.0
3284,0.0
3285,0.0
3286,0.0
3287,0.0
3288,0.0
3289,0.0
3290,0.0
3291,0.0
3292,0.0
3293,0.0
3294,0.0
3295,0.01
3296,0.0
3297,0.0
3298,0.0
3299,0.05
3300,0.05
3301,0.05
3302,0.01
3303,0.0
3304,0.0
3305,0.04
3306,0.04
3307,0.0
3308,0.01
3309,0.01
3310,0.01
3311,0.0
3312,0.0
3313,0.0
3314,0.0
3315,0.0
3316,0.0
3317,0.0
3318,0.0
3319,0.0
3320,0.0
3321,0.0
3322,0.0
3323,0.0
3324,0.0
3325,0.0
3326,0.0
3327,0.0
3328,0.0
3329,0.0
3330,0.0
3331,0.0
3332,0.0
3333,0.0
3334,0.0
3335,0.0
3336,0.0
3337,0.0
3338,0.0
3339,0.0
3340,0.0
3341,0.0
3342,0.0
3343,0.0
3344,0.0
3345,0.0
3346,0.0
3347,0.0
3348,0.0
3349,0.0
3350,0.0
3351,0.0
3352,0.0
3353,0.0
3354,0.0
3355,0.0
3356,0.0
3357,0.0
3358,0.0
3359,0.0
3360,0.0
3361,0.0
3362,0.0
3363,0.0
3364,0.0
3365,0.0
3366,0.0
3367,0.0
3368,0.0
3369,0.0
3370,0.0
3371,0.0
3372,0.0
3373,0.0
3374,0.0
3375,0.0
3376,0.0
3377,0.0
3378,0.0
3379,0.0
3380,0.0
3381,0.0
3382,0.0
3383,0.0
3384,0.0
3385,0.0
3386,0.0
3387,0.0
3388,0.05
3389,0.05
3390,0.05
3391,0.0
3392,0.0
3393,0.0
3394,0.0
3395,0.0
3396,0.0
3397,0.0
3398,0.0
3399,0.01
3400,0.01
3401,0.01
3402,0.01
3403,0.01
3404,0.0
3405,0.0
3406,0.0
3407,0.01
3408,0.01
3409,0.01
3410,0.01
3411,0.01
3412,0.01
3413,0.01
3414,0.01
3415,0.0
3416,0.0
3417,0.0
3418,0.0
3419,0.0
3420,0.11
3421,0.26
3422,0.29
3423,0.28
3424,0.24
3425,0.34
3426,0.3
3427,0.3
3428,0.3
3429,0.3
3430,0.06
3431,0.06
3432,0.0
3433,0.0
3434,0.0
3435,0.01
3436,0.01
3437,0.01
3438,0.06
3439,0.07
3440,0.08
3441,0.08
3442,0.08
3443,0.06
3444,0.06
3445,0.04
3446,0.03
3447,0.04
3448,0.04
3449,0.04
3450,0.12
3451,0.12
3452,0.12
3453,0.14
3454,0.16
3455,0.18
3456,0.17
3457,0.03
3458,0.03
3459,0.0
3460,0.0
3461,0.0
3462,0.0
3463,0.0
3464,0.0
3465,0.02
3466,0.02
3467,0.02
3468,0.04
3469,0.04
3470,0.04
3471,0.06
3472,0.2
3473,0.2
3474,0.18
3475,0.2
3476,0.2
3477,0.21
3478,0.21
3479,0.21
3480,0.21
3481,0.19
3482,0.19
3483,0.19
3484,0.19
3485,0.19
3486,0.24
3487,0.19
3488,0.19
3489,0.19
3490,0.17
3491,0.17
3492,0.2
3493,0.2
3494,0.16
3495,0.16
3496,0.16
3497,0.15
3498,0.15
3499,0.15
3500,0.15
3501,0.16
3502,0.21
3503,0.31
3504,0.25
3505,0.25
3506,0.15
3507,0.15
3508,0.15
3509,0.18
3510,0.18
3511,0.18
3512,0.18
3513,0.18
3514,0.18
3515,0.18
3516,0.18
3517,0.18
3518,0.18
3519,0.18
3520,0.19
3521,0.19
3522,0.17
3523,0.17
3524,0.17
3525,0.17
3526,0.17
3527,0.17
3528,0.17
3529,0.17
3530,0.17
3531,0.19
3532,0.19
3533,0.19
3534,0.2
3535,0.21
3536,0.24
3537,0.24
3538,0.23
3539,0.23
3540,0.23
3541,0.23
3542,0.23
3543,0.23
3544,0.24
3545,0.24
3546,0.24
3547,0.24
3548,0.24
3549,0.24
3550,0.24
3551,0.24
3552,0.25
3553,0.25
3554,0.25
3555,0.25
3556,0.25
3557,0.25
3558,0.25
3559,0.25
3560,0.25
3561,0.25
3562,0.25
3563,0.24
3564,0.24
3565,0.24
3566,0.21
3567,0.21
3568,0.21
3569,0.21
3570,0.16
3571,0.16
3572,0.14
3573,0.14
3574,0.14
3575,0.14
3576,0.14
3577,0.14
3578,0.14
3579,0.14
3580,0.15
3581,0.15
3582,0.15
3583,0.15
3584,0.15
3585,0.12
3586,0.1
3587,0.08
3588,0.07
3589,0.04
3590,0.03
3591,0.03
3592,0.03
3593,0.03
3594,0.11
3595,0.11
3596,0.05
3597,0.05
3598,0.05
3599,0.04
3600,0.04
3601,0.04
3602,0.0
3603,0.0
3604,0.0
3605,0.0
3606,0.0
3607,0.0
3608,0.0
3609,0.0
3610,0.0
3611,0.0
3612,0.0
3613,0.0
3614,0.0
3615,0.0
3616,0.01
3617,0.05
3618,0.02
3619,0.02
3620,0.0
3621,0.0
3622,0.0
3623,0.0
3624,0.0
3625,0.0
3626,0.0
3627,0.06
3628,0.06
3629,0.04
3630,0.04
3631,0.04
3632,0.0
3633,0.0
3634,0.0
3635,0.0
3636,0.0
3637,0.0
3638,0.0
3639,0.0
3640,0.0
3641,0.0
3642,0.0
3643,0.0
3644,0.0
3645,0.0
3646,0.0
3647,0.0
3648,0.0
3649,0.0
3650,0.0
3651,0.0
3652,0.0
3653,0.0
3654,0.0
3655,0.0
3656,0.0
3657,0.0
3658,0.0
3659,0.0
3660,0.0
3661,0.0
3662,0.0
3663,0.0
3664,0.0
3665,0.0
3666,0.0
3667,0.0
3668,0.0
3669,0.0
3670,0.0
3671,0.0
3672,0.0
3673,0.0
3674,0.0
3675,0.0
3676,0.0
3677,0.0
3678,0.0
3679,0.0
3680,0.0
3681,0.0
3682,0.0
3683,0.0
3684,0.0
3685,0.0
3686,0.0
3687,0.0
3688,0.0
3689,0.0
3690,0.0
3691,0.0
3692,0.0
3693,0.0
3694,0.0
3695,0.0
3696,0.0
3697,0.0
3698,0.0
3699,0.0
3700,0.0
3701,0.0
3702,0.0
3703,0.0
3704,0.0
3705,0.0
3706,0.0
3707,0.0
3708,0.0
3709,0.0
3710,0.0
3711,0.0
3712,0.0
3713,0.0
3714,0.0
3715,0.0
3716,0.0
3717,0.0
3718,0.0
3719,0.0
3720,0.0
3721,0.0
3722,0.0
3723,0.0
3724,0.0
3725,0.0
3726,0.0
3727,0.0
3728,0.0
3729,0.0
3730,0.0
3731,0.0
3732,0.0
3733,0.0
3734,0.0
3735,0.0
3736,0.0
3737,0.0
3738,0.0
3739,0.0
3740,0.0
3741,0.0
3742,0.0
3743,0.0
3744,0.0
3745,0.0
3746,0.0
3747,0.0
3748,0.0
3749,0.0
3750,0.0
3751,0.0
3752,0.0
3753,0.0
3754,0.0
3755,0.0
3756,0.0
3757,0.0
3758,0.0
3759,0.0
3760,0.0
3761,0.0
3762,0.0
3763,0.0
3764,0.0
3765,0.0
3766,0.0
3767,0.0
3768,0.0
3769,0.0
3770,0.0
3771,0.0
3772,0.0
3773,0.0
3774,0.0
3775,0.0
3776,0.0
3777,0.0
3778,0.0
3779,0.0
3780,0.0
3781,0.0
3782,0.0
3783,0.0
3784,0.0
3785,0.0
3786,0.0
3787,0.0
3788,0.02
3789,0.01
3790,0.01
3791,0.02
3792,0.02
3793,0.02
3794,0.02
3795,0.03
3796,0.03
3797,0.03
3798,0.03
3799,0.04
3800,0.08
3801,0.08
3802,0.07
3803,0.07
3804,0.07
3805,0.07
3806,0.13
3807,0.13
3808,0.13
3809,0.13
3810,0.17
3811,0.15
3812,0.15
3813,0.15
3814,0.14
3815,0.14
3816,0.14
3817,0.14
3818,0.14
3819,0.18
3820,0.36
3821,0.35
3822,0.35
3823,0.35
3824,0.35
3825,0.35
3826,0.35
3827,0.35
3828,0.35
3829,0.35
3830,0.36
3831,0.36
3832,0.36
3833,0.36
3834,0.35
3835,0.35
3836,0.35
3837,0.33
3838,0.32
3839,0.32
3840,0.3
3841,0.3
3842,0.3
3843,0.3
3844,0.3
3845,0.3
3846,0.3
3847,0.3
3848,0.3
3849,0.3
3850,0.3
3851,0.3
3852,0.31
3853,0.31
3854,0.31
3855,0.3
3856,0.3
3857,0.3
3858,0.3
3859,0.3
3860,0.3
3861,0.29
3862,0.26
3863,0.2
3864,0.2
3865,0.17
3866,0.17
3867,0.17
3868,0.17
3869,0.23
3870,0.2
3871,0.2
3872,0.2
3873,0.2
3874,0.2
3875,0.2
3876,0.2
3877,0.26
3878,0.28
3879,0.28
3880,0.28
3881,0.28
3882,0.28
3883,0.25
3884,0.25
3885,0.25
3886,0.25
3887,0.25
3888,0.25
3889,0.25
3890,0.25
3891,0.25
3892,0.25
3893,0.25
3894,0.25
3895,0.25
3896,0.25
3897,0.25
3898,0.25
3899,0.23
3900,0.23
3901,0.23
3902,0.23
3903,0.23
3904,0.23
3905,0.23
3906,0.23
3907,0.23
3908,0.21
3909,0.21
3910,0.28
3911,0.28
3912,0.3
3913,0.3
3914,0.31
3915,0.32
3916,0.3
3917,0.28
3918,0.28
3919,0.28
3920,0.27
3921,0.27
3922,0.27
3923,0.27
3924,0.27
3925,0.21
3926,0.21
3927,0.12
3928,0.12
3929,0.08
3930,0.05
3931,0.03
3932,0.02
3933,0.02
3934,0.02
3935,0.02
3936,0.02
3937,0.0
3938,0.0
3939,0.0
3940,0.0
3941,0.01
3942,0.0
3943,0.0
3944,0.02
3945,0.0
3946,0.0
3947,0.0
3948,0.0
3949,0.0
3950,0.0
3951,0.0
3952,0.0
3953,0.0
3954,0.0
3955,0.0
3956,0.0
3957,0.0
3958,0.0
3959,0.0
3960,0.0
3961,0.0
3962,0.0
3963,0.0
3964,0.0
3965,0.0
3966,0.0
3967,0.0
3968,0.0
3969,0.0
3970,0.0
3971,0.0
3972,0.0
3973,0.0
3974,0.0
3975,0.0
3976,0.0
3977,0.0
3978,0.0
3979,0.0
3980,0.0
3981,0.0
3982,0.0
3983,0.0
3984,0.0
3985,0.0
3986,0.0
3987,0.0
3988,0.0
3989,0.0
3990,0.0
3991,0.0
3992,0.0
3993,0.0
3994,0.0
3995,0.0
3996,0.0
3997,0.0
3998,0.0
3999,0.0
4000,0.0
4001,0.0
4002,0.0
4003,0.0
4004,0.0
4005,0.0
4006,0.0
4007,0.0
4008,0.0
4009,0.0
4010,0.0
4011,0.0
4012,0.0
4013,0.0
4014,0.0
4015,0.0
4016,0.0
4017,0.0
4018,0.0
4019,0.0
4020,0.0
4021,0.0
4022,0.0
4023,0.0
4024,0.0
4025,0.0
4026,0.0
4027,0.0
4028,0.0
4029,0.0
4030,0.0
4031,0.0
4032,0.0
4033,0.0
4034,0.0
4035,0.0
4036,0.0
4037,0.0
4038,0.0
4039,0.0
4040,0.0
4041,0.0
4042,0.0
4043,0.0
4044,0.0
4045,0.0
4046,0.0
4047,0.0
4048,0.0
4049,0.0
4050,0.0
4051,0.0
4052,0.0
4053,0.0
4054,0.0
4055,0.0
4056,0.0
4057,0.0
4058,0.0
4059,0.0
4060,0.0
4061,0.0
4062,0.0
4063,0.0
4064,0.0
4065,0.0
4066,0.0
4067,0.0
4068,0.0
4069,0.0
4070,0.0
4071,0.0
4072,0.0
4073,0.0
4074,0.0
4075,0.0
4076,0.0
4077,0.0
4078,0.0
4079,0.0
4080,0.0
4081,0.0
4082,0.0
4083,0.0
4084,0.0
4085,0.0
4086,0.0
4087,0.01
4088,0.01
4089,0.02
4090,0.02
4091,0.02
4092,0.02
4093,0.02
4094,0.02
4095,0.02
4096,0.03
4097,0.03
4098,0.03
4099,0.03
4100,0.03
4101,0.02
4102,0.02
4103,0.02
4104,0.0
4105,0.0
4106,0.0
4107,0.0
4108,0.0
4109,0.0
4110,0.0
4111,0.0
4112,0.0
4113,0.0
4114,0.01
4115,0.01
4116,0.01
4117,0.0
4118,0.0
4119,0.0
4120,0.0
4121,0.0
4122,0.0
4123,0.0
4124,0.0
4125,0.0
4126,0.0
4127,0.0
4128,0.0
4129,0.0
4130,0.0
4131,0.0
4132,0.0
4133,0.0
4134,0.0
4135,0.0
4136,0.0
4137,0.0
4138,0.0
4139,0.01
